Promt P,Promt N,Workflow,Count
"Top-down flat lay photograph of a balanced nutrition plate on a white ceramic dish, divided into clearly defined sections: leafy greens, cherry tomatoes, broccoli florets in vegetables section, grilled chicken breast slices and salmon in proteins section, quinoa in grains section, sliced strawberries and blueberries in fruits section, small bowl of Greek yogurt in dairy section, all arranged symmetrically (1.2), photorealistic, Canon EOS R5, 50mm f/2.8, on a clean minimalist light gray background, with a wooden fork neatly placed beside the plate, fresh basil sprigs scattered tastefully around, soft natural daylight from above creating gentle shadows and highlights, bright saturated appetizing colors, cohesive harmonious palette, smooth ceramic, grainy wood, organic food textures, professional educational healthy aesthetic, commercial microstock use, subtle ""Balanced Plate"" graphic suggestion for customization, font: clean sans-serif, ""Balanced Plate""","worst quality, normal quality, low quality, low res, blurry, pixelated, jpeg artifacts, compression artifacts, noisy, grainy, bad anatomy, bad proportions, deformed, disfigured, extra limbs, missing limbs, mutated hands, poorly drawn hands, bad hands, extra fingers, missing fingers, illustration, drawing, painting, sketch, cartoon, anime, 2D, flat, vector art, artwork, watermark, signature, logo, (text:1.2)",Qwen_lp_vector,2
"A professional close-up photograph of a stethoscope resting diagonally on a grayscale medical scan printout, Photorealistic, Canon EOS R5, 50mm f/1.2 macro lens, f/2.8 aperture, soft diffused natural lighting from the left highlighting textures, clean minimalist white desk environment, out-of-focus doctor's handwritten medical notes in English in the background, cool clean color palette with whites, light blues, and grays, shallow depth of field, sharp focus on stethoscope and scan, contemporary medical aesthetic","worst quality, normal quality, low quality, low res, blurry, pixelated, jpeg artifacts, compression artifacts, noisy, grainy, bad anatomy, bad proportions, deformed, disfigured, extra limbs, missing limbs, mutated hands, poorly drawn hands, bad hands, extra fingers, missing fingers, illustration, drawing, painting, sketch, cartoon, anime, 2D, flat, vector art, artwork, watermark, signature, logo, (text:1.2)",Qwen_lp_vector,2
"Extreme close-up of elderly hands gently cradling a vibrant silk rainbow ribbon flowing through fingers, photorealistic, studio photography, Canon EOS R5, 50mm f/1.2 lens, f/2.8 aperture, sharp focus on ribbon and skin texture, soft neutral bokeh background, professional softbox lighting creating highlights and shadows, rich saturated colors, high detail, commercial style","worst quality, normal quality, low quality, low res, blurry, pixelated, jpeg artifacts, compression artifacts, noisy, grainy, bad anatomy, bad proportions, deformed, disfigured, extra limbs, missing limbs, mutated hands, poorly drawn hands, bad hands, extra fingers, missing fingers, illustration, drawing, painting, sketch, cartoon, anime, 2D, flat, vector art, artwork, watermark, signature, logo, (text:1.2)",Qwen_lp_vector,2
"A beautiful woman in her late 20s reading a hardcover book with a serene, content expression, wearing a cream cashmere sweater with hair in a low messy bun, Photorealistic, Canon EOS R5, 50mm f/1.2 lens, f/2.8 aperture, shallow depth of field, medium close-up from a low eye-level angle, in a boutique cafe with a rustic wooden table, a hand-thrown ceramic mug in earthy tones with latte and steam, minimalist eyeglasses nearby, soft natural light from a window creating gentle shadows and highlights, warm and filmic tone, intimate atmosphere, textured bokeh background with hints of other tables and pendant lighting, concept of self-love and quiet solitude","worst quality, normal quality, low quality, low res, blurry, pixelated, jpeg artifacts, compression artifacts, noisy, grainy, bad anatomy, bad proportions, deformed, disfigured, extra limbs, missing limbs, mutated hands, poorly drawn hands, bad hands, extra fingers, missing fingers, illustration, drawing, painting, sketch, cartoon, anime, 2D, flat, vector art, artwork, watermark, signature, logo, (text:1.2)",Qwen_lp_vector,2
"A young adult woman's hand reaching towards a neat row of vibrant red angpao envelopes on a sleek dark wooden table, fingers gently poised to pick up one envelope, photorealistic commercial photography, close-up shot, Canon EOS R5, 50mm f/1.2 lens, f/2.8 aperture, shallow depth of field, sharp focus on hand and envelopes, soft directional lighting casting subtle shadows, warm golden glow enhancing rich red colors, dark wooden table surface, minimalistic softly blurred background, festive and elegant mood, clean hand with well-groomed nails and delicate bracelet, vibrant color contrast, professional composition","worst quality, normal quality, low quality, low res, blurry, pixelated, jpeg artifacts, compression artifacts, noisy, grainy, bad anatomy, bad proportions, deformed, disfigured, extra limbs, missing limbs, mutated hands, poorly drawn hands, bad hands, extra fingers, missing fingers, illustration, drawing, painting, sketch, cartoon, anime, 2D, flat, vector art, artwork, watermark, signature, logo, (text:1.2)",Qwen_lp_vector,2
"A joyful 5-year-old Chinese boy holding a bright red angpao envelope with both hands, beaming with an authentic smile and sparkling eyes, commercial lifestyle photography, Canon EOS R5, 50mm f/1.2 lens, f/2.8 aperture, shallow depth of field, medium close-up from waist up, eye-level angle, in a warmly lit indoor setting with soft festive decorations like traditional lanterns and gold accents subtly blurred in the background, soft directional lighting highlighting his face and the angpao, warm ambient atmosphere, vibrant red and gold color palette, authentic and heartwarming mood, high resolution, sharp focus on subject","worst quality, normal quality, low quality, low res, blurry, pixelated, jpeg artifacts, compression artifacts, noisy, grainy, bad anatomy, bad proportions, deformed, disfigured, extra limbs, missing limbs, mutated hands, poorly drawn hands, bad hands, extra fingers, missing fingers, illustration, drawing, painting, sketch, cartoon, anime, 2D, flat, vector art, artwork, watermark, signature, logo, (text:1.2)",Qwen_lp_vector,2
"A professional woman in her early 30s wearing a tailored navy blazer and white blouse confidently pointing at a sleek data visualization bar chart on a large screen during a business presentation, Photorealistic, Canon EOS R5, 50mm f/1.2, f/2.8, in a minimalist high-end boardroom with modern office furniture and abstract art, soft directional key light from the front-left creating dimension with subtle fill to avoid harsh shadows, empowering and focused aspirational business atmosphere","worst quality, normal quality, low quality, low res, blurry, pixelated, jpeg artifacts, compression artifacts, noisy, grainy, bad anatomy, bad proportions, deformed, disfigured, extra limbs, missing limbs, mutated hands, poorly drawn hands, bad hands, extra fingers, missing fingers, illustration, drawing, painting, sketch, cartoon, anime, 2D, flat, vector art, artwork, watermark, signature, logo, (text:1.2)",Qwen_lp_vector,2
"A young Asian female scientist, age 28, confidently holding a tablet displaying scientific data graphs in a modern laboratory, Photorealistic, Canon EOS R5, 50mm f/1.2 lens, f/2.8 aperture, medium shot from waist up, eye-level angle, sharp focus on face and tablet screen, modern minimalist laboratory background with advanced equipment like microscopes and glassware slightly blurred, clean bright clinical studio lighting with soft shadows, key light from front-left highlighting tablet and expression, subtle rim lighting, professional optimistic futuristic mood, wearing a crisp white unbuttoned lab coat over a solid blue blouse, neat pulled-back low bun hairstyle, natural subtle makeup, sleek tablet with visible scientific interface, shallow depth of field, dominant whites and light greys with blue accents from tablet and blouse, commercial photography style, high detail","worst quality, normal quality, low quality, low res, blurry, pixelated, jpeg artifacts, compression artifacts, noisy, grainy, bad anatomy, bad proportions, deformed, disfigured, extra limbs, missing limbs, mutated hands, poorly drawn hands, bad hands, extra fingers, missing fingers, illustration, drawing, painting, sketch, cartoon, anime, 2D, flat, vector art, artwork, watermark, signature, logo, (text:1.2)",Qwen_lp_vector,2
"A woman in her early 30s wearing a cream-colored knit sweater and dark trousers working calmly on a laptop at a sleek wooden desk, while a 4-year-old boy plays quietly with colorful building blocks on a soft rug nearby, photorealistic, shot on a Canon EOS R5 with a 50mm f/1.2 lens at f/2.8, in a bright modern home office with clean minimalist decor and large window, soft natural diffused daylight streaming through the window creating gentle shadows and a warm inviting atmosphere, a ceramic coffee mug and small potted plant on the desk, a family photo in the background, warm neutral color palette with muted blue or green accents, soft focus on the background, eye-level medium shot, authentic and balanced professional family lifestyle scene","worst quality, normal quality, low quality, low res, blurry, pixelated, jpeg artifacts, compression artifacts, noisy, grainy, bad anatomy, bad proportions, deformed, disfigured, extra limbs, missing limbs, mutated hands, poorly drawn hands, bad hands, extra fingers, missing fingers, illustration, drawing, painting, sketch, cartoon, anime, 2D, flat, vector art, artwork, watermark, signature, logo, (text:1.2)",Qwen_lp_vector,2
"A silver MacBook Pro open on a minimalist light oak wood desk near a floor-to-ceiling window, displaying a clean coding interface (no logos), with a small potted succulent beside it, eye-level shot angled slightly from above capturing both the laptop and the city view through the window, photorealistic, commercial lifestyle photography, Canon EOS R5, 50mm f/1.2, f/2.8 aperture, shallow depth of field, soft golden hour natural light from the window, warm and aspirational atmosphere, generic skyscrapers visible outside, modern high-rise apartment interior with neutral tones softly blurred in the background","worst quality, normal quality, low quality, low res, blurry, pixelated, jpeg artifacts, compression artifacts, noisy, grainy, bad anatomy, bad proportions, deformed, disfigured, extra limbs, missing limbs, mutated hands, poorly drawn hands, bad hands, extra fingers, missing fingers, illustration, drawing, painting, sketch, cartoon, anime, 2D, flat, vector art, artwork, watermark, signature, logo, (text:1.2)",Qwen_lp_vector,2
"A young woman in her late 20s wearing sleek over-ear headphones and a linen shirt, working intently on a high-end laptop at a rustic wooden table, Photorealistic, Canon EOS R5, 50mm f/1.8, medium shot eye-level perspective, in a modern minimalist café with soft blurred background, warm neutral color palette of light wood and cream walls with accents of deep coffee brown and muted gold, natural morning light streaming through a large window casting soft shadows and highlighting textures, ceramic mug of artfully crafted latte with steam rising subtly, notebook and pen on the table, subtle reflections on the laptop screen, calm professional aspirational atmosphere conveying productivity and modern work-life balance, sharp realistic textures:1.2","worst quality, normal quality, low quality, low res, blurry, pixelated, jpeg artifacts, compression artifacts, noisy, grainy, bad anatomy, bad proportions, deformed, disfigured, extra limbs, missing limbs, mutated hands, poorly drawn hands, bad hands, extra fingers, missing fingers, illustration, drawing, painting, sketch, cartoon, anime, 2D, flat, vector art, artwork, watermark, signature, logo, (text:1.2)",Qwen_lp_vector,2
"Medium shot of a modern MacBook Pro on a minimalist desk, screen displaying a video call grid with four diverse professionals: two men and two women (ages 28-45), professionally dressed in business casual attire, showing engaged expressions (smiling, nodding, one taking notes), cinematic photography, photorealistic, Canon EOS R5, 50mm f/1.2, f/2.8, shallow depth of field, sharp focus on screen and user's hands, soft natural daylight from large windows on the left, fill light from the right, screen glow gently illuminating user's hands and lower face, foreground with ceramic coffee mug and smartphone showing muted notification, background: softly blurred open-plan office or modern home workspace with plants and bookshelf, warm neutrals (beige, light wood, white), accents of corporate blue in attire and UI elements, muted greens from plants, natural skin tones, realistic screen glow, slight motion blur on one participant's hand gesture, productive and connected mood","worst quality, normal quality, low quality, low res, blurry, pixelated, jpeg artifacts, compression artifacts, noisy, grainy, bad anatomy, bad proportions, deformed, disfigured, extra limbs, missing limbs, mutated hands, poorly drawn hands, bad hands, extra fingers, missing fingers, illustration, drawing, painting, sketch, cartoon, anime, 2D, flat, vector art, artwork, watermark, signature, logo, cluttered background, overly staged poses, outdated technology, (text:1.2)",Qwen_lp_vector,2
"Three diverse professionals collaborating at a long minimalist wooden table (woman in late 20s with stylish glasses leaning forward sharing idea, man in early 30s in casual blazer nodding while listening, non-binary person in mid-20s smiling while typing), photorealistic, Canon EOS R5 with 50mm f/1.2 lens, f/2.8 aperture, medium-wide eye-level shot, bright Scandinavian-designed coworking space with large windows, potted plants, ergonomic chairs, sleek shelves with design books and abstract art, natural lighting with subtle lens flare from windows highlighting faces and devices, warm bright tones, shallow depth of field with soft background blur, authentic professional expressions, modern laptops and accessories on table, discreet branding elements","worst quality, normal quality, low quality, low res, blurry, pixelated, jpeg artifacts, compression artifacts, noisy, grainy, bad anatomy, bad proportions, deformed, disfigured, extra limbs, missing limbs, mutated hands, poorly drawn hands, bad hands, extra fingers, missing fingers, illustration, drawing, painting, sketch, cartoon, anime, 2D, flat, vector art, artwork, watermark, signature, logo, (text:1.2)",Qwen_lp_vector,2
"A 30-year-old East Asian woman wearing a cream linen blouse and tailored trousers sitting at a minimalist wooden desk on a balcony, smiling thoughtfully toward the city skyline, with an open laptop displaying abstract blue and white data visualizations, photorealistic commercial lifestyle photography, shot on Canon EOS R5 with 85mm f/2.8 lens, shallow depth of field, professional bokeh, overlooking a modern cityscape skyline slightly blurred, lush green plants including monstera and fiddle-leaf fig in terracotta pots arranged around the balcony, golden hour sunlight filtering through foliage casting soft shadows and warm highlights, subtle fill lighting for even facial illumination, glass of iced coffee beside the laptop, bright and airy atmosphere, aspirational and serene mood, fresh greens, warm neutrals, soft blue sky accents","worst quality, normal quality, low quality, low res, blurry, pixelated, jpeg artifacts, compression artifacts, noisy, grainy, bad anatomy, bad proportions, deformed, disfigured, extra limbs, missing limbs, mutated hands, poorly drawn hands, bad hands, extra fingers, missing fingers, illustration, drawing, painting, sketch, cartoon, anime, 2D, flat, vector art, artwork, watermark, signature, logo, (text:1.2)",Qwen_lp_vector,2
